object_id	trip_id
9.761.574-8	IIC191
8.060.659-1	IIC175
11.372.970-8	IIC144
17.957.079-3	IIC191
11.713.938-7	IIC202
15.771.194-6	IIC054
10.642.142-k	IIC09B
12.100.997-8	TPT02O
8.791.167-5	IIC08G IIC144
12.448.925-3	IIC085
6.849.020-k	IIC131
6.387.438-8	IIC03A
16.248.279-3	IIC132
17.236.948-k	IIC088
6.738.538-1	IIC175
13.366.585-4	IIC144
18.596.784-k	IIC137
8.583.653-6	IIC092
8.753.336-k	IIC016
16.600.092-k	IIC143
19.752.212-7	IIC128
5.260.031-6	IIC204
8.822.248-2	IIC205
9.778.785-9	IIC03B
5.515.062-1	IIC217 IIC11A
9.583.630-5	IIC154
6.870.111-2	IIC213
8.944.564-7	IIC214
18.255.641-6	TPT010
20.857.933-9	IIC124
6.335.854-1	IIC124
21.502.102-5	IIC192
17.262.441-3	IIC091
17.310.314-k	TPT102
19.386.024-9	IIC212
5.048.608-7	IIC01E
18.467.955-8	IIC177
17.479.861-3	IIC198
13.217.203-k	IIC033
16.796.530-k	IIC132
17.002.689-6	IIC07B
17.764.406-4	TPT025 TPT026
10.364.410-k	IIC027
7.928.126-3	IIC194
15.491.352-1	IIC214
18.557.741-4	IIC095
14.068.128-8	IIC174
5.716.921-4	IIC192
17.077.507-4	IIC197
14.967.076-9	IIC062
17.388.521-k	IIC07G
19.877.110-4	IIC116
13.826.053-4	IIC081
10.591.691-4	IIC097
14.067.602-k	IIC115
10.428.451-5	IIC11D
18.657.811-2	IIC069
12.176.589-6	IIC142
10.403.927-8	IIC05G
13.197.354-3	TPT108
18.677.278-4	IIC135
9.650.850-6	IIC172
8.468.238-1	IIC212
7.026.001-8	IIC197
20.226.141-8	IIC132 IIC133
6.613.328-1	IIC03F
6.999.494-6	IIC217
5.209.628-6	TPT02B
17.663.846-k	IIC121
19.058.788-6	IIC144
15.942.989-k	TPT088
21.913.259-k	IIC206
8.667.175-1	IIC204
18.222.307-7	IIC015
7.908.931-1	IIC04G IIC04F
18.098.671-5	IIC211
19.665.005-9	IIC02C
6.881.739-k	TPT01G
21.296.639-8	IIC09G
13.176.097-3	TPT117
20.564.524-1	IIC101
19.916.317-5	TPT10C
15.453.956-5	IIC124
21.275.087-5	IIC078
17.298.003-1	IIC131
19.027.320-2	IIC074
12.693.849-7	IIC108
14.773.609-6	IIC121
12.843.527-1	IIC018
16.229.408-3	IIC124
6.449.216-k	IIC197
12.054.492-6	IIC218
18.100.725-7	IIC09F
20.940.463-k	IIC123
19.263.498-9	IIC153
8.419.267-8	TPT10F
10.157.002-9	IIC107
7.384.193-3	IIC085 IIC141
6.049.805-9	IIC094
5.349.726-8	IIC175
16.628.959-9	IIC211
5.919.758-4	IIC02B
20.411.519-2	IIC06F
20.490.638-6	IIC101
21.014.036-k	IIC065
21.519.562-7	IIC028
21.971.678-8	IIC019
13.432.103-2	IIC037
12.480.030-7	TPT098
10.570.139-k	IIC207
21.657.774-4	IIC154
13.253.935-9	IIC069
10.408.688-8	IIC079
6.627.810-7	IIC213
9.743.521-9	IIC215
7.320.530-1	IIC152
6.086.439-k	IIC152 IIC098
6.086.107-2	IIC207
6.374.118-3	IIC07C
7.946.204-7	IIC04B
20.288.689-2	TPT062
17.434.360-8	IIC08D IIC143
14.949.493-6	IIC019
20.248.423-9	IIC135
13.913.659-4	IIC193
12.495.755-9	IIC059
18.634.277-1	IIC214
18.015.158-3	IIC065
11.210.189-6	IIC132
15.826.270-3	IIC127
11.832.788-8	TPT029 TPT028 TPT027
20.782.848-3	IIC205
20.859.430-3	IIC133
6.417.473-8	IIC177
18.011.881-k	IIC056
7.274.115-3	IIC026
9.058.751-k	IIC122
5.143.938-4	IIC135
8.342.885-6	TPT086
19.953.667-2	IIC124
21.227.768-1	IIC198
12.397.724-6	IIC143
12.780.293-9	IIC216
6.924.563-3	IIC012
9.438.558-k	IIC035
9.747.556-3	IIC204
8.739.586-3	IIC166
21.379.093-5	IIC193
17.112.931-1	IIC08G
5.814.602-1	IIC01D
14.452.717-8	IIC014
15.104.807-2	IIC178
6.743.859-k	IIC055
15.694.622-2	IIC105
6.548.677-6	IIC097
20.790.217-9	TPT016
20.022.912-6	IIC178
18.708.910-7	IIC168
12.735.416-2	IIC141
16.228.574-2	TPT126
9.922.116-k	IIC092
15.507.509-k	IIC016
5.631.955-7	IIC06B
10.934.546-6	IIC154 IIC09E
13.088.305-2	IIC041
7.036.739-4	TPT092
7.461.471-k	IIC01E IIC01D
13.095.818-4	IIC183
11.556.869-8	TPT06B
14.600.698-1	IIC07F
10.352.703-1	IIC212 IIC213
7.989.761-2	IIC037
16.705.398-k	IIC173
17.213.971-k	IIC175
8.098.177-5	IIC04E
5.947.949-k	TPT01B
20.181.103-1	IIC034
11.668.679-1	IIC198
8.915.093-k	IIC136
10.771.739-k	IIC176
18.993.038-k	IIC136
8.640.786-8	IIC211
14.956.796-8	IIC203
6.598.450-4	IIC128
17.472.131-9	IIC183
14.166.384-4	IIC108
18.067.766-6	IIC11F
15.282.763-6	IIC192
16.890.341-3	IIC119 IIC214
17.333.544-k	IIC132
6.617.813-7	TPT083 TPT084
11.700.640-9	IIC02F
16.663.502-k	IIC08F
8.426.689-2	IIC112
14.350.297-k	IIC165
9.918.896-k	IIC054
17.101.893-5	IIC192
20.238.073-5	IIC184
20.890.616-k	IIC192
12.048.393-5	IIC217 IIC11A
13.963.137-4	IIC119 IIC214
15.207.658-4	IIC168
15.457.468-9	IIC208
6.091.693-4	IIC085
19.311.280-3	IIC05G
12.190.074-2	IIC162
18.595.121-9	TPT029 TPT028 TPT027
15.204.261-2	IIC178
7.809.313-7	IIC07B
16.785.541-5	TPT035 TPT034
7.239.592-1	IIC134
20.605.182-5	IIC012
20.043.990-2	IIC077
20.220.624-7	TPT02M TPT02N
21.917.819-k	TPT111
6.243.237-3	IIC136
7.220.922-2	IIC073
14.931.186-6	TPT02F TPT02D TPT02E
12.479.659-8	IIC161
11.127.488-6	TPT115
19.021.514-8	IIC127
17.950.599-1	IIC175
21.476.405-9	IIC168
10.174.462-k	IIC05E
15.158.128-5	TPT038
20.975.295-6	TPT024
5.772.695-4	IIC174
19.756.423-7	IIC208
6.848.371-9	IIC125
14.237.802-7	IIC133
12.929.170-2	IIC063
17.004.986-1	IIC052
10.541.844-2	TPT136
19.348.125-6	IIC06B
19.170.529-7	IIC121
8.552.485-2	TPT03A
9.196.335-3	IIC035
7.417.212-1	IIC213
15.053.328-7	TPT032 TPT031
10.429.908-3	IIC173
11.026.988-9	IIC03D
6.283.069-7	IIC197
12.101.112-3	TPT044
21.027.142-2	IIC167
14.768.256-5	IIC206 IIC207
13.900.700-k	IIC121
5.590.675-k	IIC131
12.876.098-9	IIC208
9.323.297-6	IIC193
14.181.011-1	IIC05C
18.036.064-6	IIC04F
13.441.034-5	IIC164
6.983.456-6	IIC203
12.798.941-9	IIC093
11.859.216-6	IIC124
15.927.943-k	IIC215
11.427.409-7	IIC046 IIC045
16.527.994-8	IIC028
5.916.212-8	IIC077
7.157.476-8	IIC124
20.663.945-8	TPT01G
14.346.803-8	IIC216
14.800.062-k	IIC136 IIC137
12.685.077-8	IIC078
10.586.229-6	IIC167
19.018.529-k	TPT039
11.550.890-3	IIC165
15.605.934-k	TPT02E
10.131.405-7	IIC043
13.164.318-7	IIC166
18.044.959-k	IIC04E
17.440.428-3	IIC09G
15.390.240-2	IIC034
20.695.948-7	IIC037
17.072.821-1	IIC07B
21.223.227-k	IIC171
17.230.965-8	IIC178
16.840.356-9	IIC184
21.509.748-k	IIC195
15.713.191-5	IIC218
13.922.377-2	IIC142
10.709.967-k	IIC05E
10.950.387-8	TPT104
10.577.910-k	IIC068
10.978.557-1	IIC182
19.659.344-6	TPT02L
15.008.954-9	IIC154
17.194.748-k	IIC161
8.945.262-7	IIC191
12.229.221-5	IIC036
7.634.932-k	IIC142
6.929.800-1	IIC174
16.733.582-9	IIC136
13.239.422-9	IIC02B
11.487.736-k	IIC151
16.361.184-8	TPT01A
9.851.376-k	IIC044
17.509.057-6	IIC211
19.002.245-5	IIC084
11.703.314-7	IIC046
19.790.119-5	IIC154
11.482.879-3	IIC07E
17.068.459-1	IIC11B
17.451.556-5	IIC207
14.683.954-1	IIC103
15.972.850-1	IIC214
11.093.414-9	IIC065
14.262.201-7	IIC153
20.043.982-1	IIC106
21.959.840-8	TPT069
9.049.743-k	IIC142
6.627.201-k	IIC196
16.413.282-k	IIC045
13.273.235-3	IIC086
17.597.819-4	IIC03B
18.220.960-k	IIC11E
20.383.817-4	IIC198
13.000.518-7	IIC11G
11.415.604-3	TPT062
16.398.988-3	IIC035
5.543.536-7	IIC028
11.370.195-1	IIC123
11.052.933-3	IIC01F
8.202.762-9	IIC08C
18.523.051-1	IIC164
14.043.294-6	TPT026
12.147.735-1	IIC083
9.470.334-4	IIC02B
8.359.581-7	IIC081
7.340.497-5	IIC137
19.327.179-k	IIC031
10.795.075-3	IIC218
14.463.596-5	IIC11A
11.427.454-2	IIC215
5.195.322-3	IIC068
20.845.620-2	IIC193
9.903.081-k	IIC184
10.882.109-4	IIC08A
19.514.321-8	IIC077
19.914.011-6	IIC161
14.950.136-3	IIC01B
11.810.604-k	TPT075
10.881.158-7	IIC05A
19.884.506-k	IIC172
11.943.851-9	IIC07C
10.709.762-7	IIC162
15.715.511-3	IIC204
5.652.685-4	IIC025
5.686.027-4	IIC07A
6.781.598-k	IIC127
9.346.239-4	IIC033
21.729.014-7	IIC027
20.876.487-k	IIC127
6.661.603-7	TPT02A
21.376.635-k	IIC135
7.151.215-k	IIC135
6.868.364-5	IIC151
19.231.005-9	IIC061
20.443.206-6	IIC202
9.305.942-5	IIC053
20.778.167-3	TPT01B
7.069.973-7	IIC176
18.285.957-5	IIC11B
12.257.437-7	IIC119
8.641.529-1	IIC03F
7.445.320-1	IIC142
17.586.190-4	IIC06A
8.984.479-7	IIC027
13.573.096-3	IIC204
14.166.970-2	IIC09E
10.693.189-5	IIC106
7.730.892-k	IIC05E
6.871.283-1	IIC154
16.193.793-2	IIC121
5.837.779-1	IIC01E
5.399.346-k	IIC194
5.436.965-4	IIC01A IIC019
21.230.902-8	IIC04B
5.495.252-k	IIC072
12.247.220-5	IIC174
15.889.905-1	IIC153
9.924.453-4	IIC05F
5.623.513-2	IIC182
10.673.296-5	IIC183
14.401.726-9	IIC04D IIC04E
7.991.528-9	IIC197
16.068.845-9	IIC05B
6.866.453-5	IIC012
13.370.479-5	IIC203
21.374.670-7	IIC142
19.206.357-4	IIC082
14.078.067-7	IIC202
16.500.837-5	IIC055
15.941.088-9	IIC063
14.762.901-k	IIC018
14.857.493-6	IIC052
16.229.411-3	IIC086
14.746.202-6	IIC093
12.994.519-2	IIC144
19.290.830-2	TPT113
18.275.027-1	IIC01E
8.073.856-k	IIC103
19.114.525-9	IIC076
12.640.979-6	IIC196
11.831.617-7	IIC183
12.979.777-k	IIC04E
14.234.536-6	IIC195
6.339.233-2	IIC174
17.268.163-8	IIC125
18.208.433-6	IIC043
10.824.999-4	TPT02H
9.113.968-5	IIC07B
7.526.214-k	IIC123
12.778.970-3	IIC182
8.303.600-1	IIC183
11.916.246-7	TPT039
5.646.267-8	IIC143
19.238.442-7	IIC206
12.448.742-k	IIC184
15.162.084-1	TPT118
8.612.485-8	IIC193
16.258.184-8	IIC176
21.754.003-8	IIC194
20.459.012-5	IIC04F
10.967.988-7	IIC141
5.285.900-k	IIC178
10.472.041-2	TPT123
14.501.900-1	IIC153 IIC09F
11.035.471-1	IIC153
11.780.605-7	IIC075
8.644.010-5	IIC07C
10.941.010-1	IIC174
6.120.445-8	TPT126
6.763.381-4	TPT10C
8.418.240-k	IIC05A
12.432.220-k	IIC04B
11.737.370-3	IIC018 IIC017
14.301.868-7	TPT066
16.193.597-2	IIC116
21.478.515-3	IIC041
19.299.414-4	IIC055
17.808.207-8	IIC069
18.554.672-1	IIC211
19.729.723-9	IIC05A
15.480.712-8	IIC205
17.009.665-7	IIC028
13.065.943-8	IIC181
12.962.747-6	TPT118
5.894.929-9	IIC09A
9.070.418-4	IIC06D
20.727.572-7	IIC181
15.274.695-4	IIC094
19.152.424-1	IIC168
9.731.974-k	IIC08B
16.370.707-1	TPT065
16.478.551-3	IIC028
21.595.796-9	IIC051
6.538.430-2	IIC098
13.867.142-9	IIC103
6.678.064-3	IIC077
21.620.682-7	IIC01E
12.675.858-8	IIC06B
12.113.123-4	IIC126
19.402.694-3	TPT02C
14.805.359-6	IIC027
8.206.847-3	IIC141
18.621.988-k	IIC09C
7.215.176-3	IIC092
14.520.668-5	IIC181
8.431.588-5	IIC121
15.642.542-7	IIC06B
10.063.209-8	IIC104
18.669.295-k	IIC123
21.043.490-9	IIC167
12.304.592-k	IIC11D
17.430.011-9	IIC183
5.806.321-5	IIC017
6.296.607-6	IIC04G
16.631.661-8	IIC069
6.330.274-k	TPT085
16.254.527-2	IIC218
7.760.990-3	IIC096
16.361.756-k	IIC081
14.758.138-6	IIC122
14.330.022-6	IIC136
16.192.183-1	IIC098
16.665.411-4	IIC066
21.093.417-k	IIC175
16.219.199-3	IIC04D
17.794.402-5	IIC142
14.276.442-3	TPT10B
16.872.243-5	IIC104
5.968.248-2	IIC108
9.280.981-1	TPT112
9.951.643-7	IIC07C
7.990.131-8	IIC153
19.889.123-1	IIC121
19.161.141-1	IIC177
14.757.548-3	IIC07G
18.246.917-3	IIC163
17.252.850-3	IIC218
10.781.570-8	IIC135 IIC134
18.910.849-4	IIC178
12.165.544-6	IIC153
10.899.848-2	TPT092
6.604.937-k	TPT054
8.052.228-2	IIC095
5.250.881-9	IIC103
15.407.513-5	IIC074
17.268.490-4	IIC01A IIC019
7.593.321-5	IIC02E
20.055.263-6	IIC03F
17.335.237-9	IIC126
12.536.291-5	IIC03D
20.208.550-4	IIC175
17.340.176-k	IIC183
20.216.137-5	IIC052
19.578.633-k	IIC01E IIC01D
13.027.187-1	IIC021
18.561.807-2	IIC08B
13.891.902-1	IIC197
12.938.729-7	IIC07A
11.074.020-4	IIC144
6.144.603-6	TPT10B
19.543.028-4	IIC088
5.183.265-5	IIC118
16.827.283-9	IIC11G
7.981.952-2	IIC026
14.799.340-4	IIC213
20.681.921-9	IIC08E
19.574.720-2	IIC04D IIC04E
11.393.541-3	IIC029
17.929.878-3	IIC09B
19.538.618-8	IIC046
14.828.570-5	IIC128
7.368.974-k	IIC05B
11.509.748-2	IIC026
12.600.086-3	IIC01A
19.123.665-3	IIC153
13.125.523-3	IIC044
20.687.837-1	IIC08B
19.536.223-8	TPT115
13.003.358-k	IIC166
21.818.598-3	TPT01F
14.270.433-1	IIC176
9.558.820-4	IIC167
8.311.522-k	IIC183
20.798.928-2	IIC167
20.214.914-6	IIC01C
16.967.554-6	IIC01F
5.201.249-k	IIC143
14.217.661-k	IIC135
12.870.197-4	IIC165
13.968.201-7	IIC07E
5.994.730-3	IIC043 IIC044
10.534.447-3	IIC052
9.799.103-k	IIC066
16.319.097-4	IIC038
15.360.058-9	IIC03A
5.224.598-2	IIC03C
21.365.128-5	IIC142
6.352.297-k	IIC016
8.455.308-5	IIC084
8.823.244-5	IIC182
5.816.779-7	IIC126
6.355.016-7	IIC131
8.270.395-k	IIC08C
6.252.877-k	IIC192
10.296.279-6	IIC011
20.773.876-k	TPT134 IIC016
20.146.369-6	IIC205
12.081.646-2	IIC108
10.081.144-8	IIC06F
21.450.583-5	IIC213
21.675.764-5	IIC218
7.859.965-k	IIC198
12.568.297-9	IIC07A
18.142.260-2	IIC053
7.940.798-4	IIC215
13.286.393-8	IIC121
18.777.081-5	IIC051
5.409.766-2	IIC193
13.668.848-k	IIC212
5.979.444-2	IIC073
7.517.370-9	IIC208
14.609.592-5	IIC07B
5.317.990-8	IIC201
10.016.502-3	IIC115
13.944.176-1	IIC096
21.486.782-6	IIC172
7.434.108-k	IIC192
10.749.221-6	IIC164
11.357.390-2	TPT132
19.110.499-4	IIC211
11.380.562-5	IIC068
12.253.215-1	IIC01C
14.696.453-2	IIC134
9.858.154-5	IIC124
9.784.238-8	IIC033
17.387.746-3	IIC125
11.665.168-8	IIC164
18.431.760-5	IIC05C
10.735.360-7	IIC02G
8.618.999-2	IIC04B
11.229.853-3	IIC213
7.669.136-3	IIC144
19.194.605-7	IIC061
10.030.216-k	IIC01C
12.860.323-9	IIC166
8.192.072-9	IIC103
18.033.800-4	IIC045 TPT093
9.665.837-k	IIC208
20.314.101-7	IIC205
19.891.392-8	IIC142
6.822.967-7	TPT094
6.593.169-9	IIC193
12.513.541-2	IIC216
6.087.784-k	IIC153
7.079.847-6	IIC177
15.459.471-k	IIC069
18.317.362-6	TPT02D
18.922.264-5	IIC028
12.732.270-8	IIC153 IIC09F
7.406.074-9	IIC216
10.913.369-8	IIC131
17.711.420-k	IIC178
13.028.561-9	IIC09C
17.044.931-2	TPT031
11.545.321-1	TPT087 TPT088
14.853.829-8	IIC11C
16.048.025-4	TPT108
10.177.366-3	IIC213
19.059.746-6	IIC06C
10.089.504-8	IIC203
13.180.105-k	IIC208
5.811.713-7	IIC211
21.794.327-2	IIC192
11.268.284-8	IIC09D
13.869.908-k	IIC164
10.856.063-k	IIC08G
16.732.699-4	IIC092
12.087.766-6	IIC214
17.336.408-3	IIC073
19.947.594-k	IIC135
18.096.396-k	IIC143
8.581.572-5	IIC164
15.980.228-k	IIC016
9.445.716-5	IIC131
18.057.292-9	IIC184
12.639.542-6	IIC206
13.850.357-7	IIC071
6.915.284-8	IIC072
19.526.362-k	IIC125
14.061.670-2	IIC122
20.380.458-k	IIC132
13.121.538-k	IIC213
5.951.483-k	IIC021
6.442.220-k	IIC163
21.325.205-4	IIC048
11.284.600-k	IIC08E IIC144
9.068.297-k	IIC126
6.033.487-k	IIC153
11.822.056-k	IIC02A
10.805.133-7	TPT015
12.098.675-9	IIC195
6.888.320-2	TPT134
10.038.519-8	IIC196
19.434.451-1	TPT08E
17.498.592-8	IIC102
20.865.540-k	IIC073
12.860.329-8	IIC121
14.756.172-5	IIC125
19.490.180-1	IIC162
6.739.928-5	IIC09C
5.519.709-1	IIC193
17.665.084-2	IIC117
8.649.029-3	IIC125
11.843.939-2	IIC081
20.129.027-9	IIC09A
14.783.366-k	IIC036
16.567.112-k	IIC118
5.825.768-k	IIC172
20.560.335-2	IIC044
8.690.370-9	IIC03C
7.712.096-3	IIC174
15.917.340-2	IIC051
19.960.996-3	IIC026
7.159.587-k	IIC135
8.447.855-5	IIC01E
13.701.782-2	IIC142
19.605.335-2	IIC178
21.978.788-k	IIC03A
7.690.898-2	TPT06G
19.799.810-5	IIC055
8.566.866-8	TPT08E TPT08D
21.426.645-8	IIC181
19.881.018-5	IIC162
5.183.881-5	TPT109
5.772.836-1	IIC046 IIC045
5.679.291-k	TPT067
13.977.886-3	IIC062
10.784.780-4	IIC01A
20.653.448-6	IIC208
5.255.533-7	IIC03B
6.843.059-3	IIC104
15.280.890-9	IIC133
5.898.670-4	IIC062
6.317.555-2	IIC024
5.785.921-k	IIC09F
10.768.346-1	IIC212
5.383.514-7	IIC214
17.400.464-1	IIC167
21.884.667-k	IIC138
17.430.915-9	IIC01C
13.097.932-7	IIC01D
11.830.784-4	IIC212
5.526.496-1	IIC144
7.705.810-9	IIC183
10.321.082-8	IIC118
14.987.922-6	IIC082
5.559.291-8	IIC034
12.857.509-k	IIC172
18.843.744-3	IIC197
10.967.981-k	IIC07E
6.799.840-5	TPT102
21.911.713-2	TPT114
15.724.289-k	IIC162
8.488.920-2	IIC192
20.729.188-9	IIC196
7.753.155-6	TPT124
9.717.575-6	IIC122
20.645.244-7	IIC206
8.061.894-8	TPT08B
11.597.424-6	IIC201
7.081.427-7	IIC019
12.333.283-k	IIC025
11.110.393-3	IIC084
13.848.762-8	IIC138
19.200.571-k	IIC084
21.940.703-3	IIC11F
16.930.861-6	IIC07A
17.726.129-7	IIC206
10.813.255-8	IIC177
15.357.837-k	IIC176
10.455.619-1	IIC195
20.942.946-2	IIC213
17.989.144-1	IIC099
14.631.392-2	IIC11A
21.731.512-3	IIC05B
11.457.719-7	IIC212
8.818.502-1	IIC182
15.922.191-1	IIC059
13.377.657-5	IIC137
12.066.568-5	IIC04C
10.690.740-4	IIC054
11.355.117-8	IIC04F
17.904.783-7	TPT017
11.633.115-2	IIC162
17.926.989-9	IIC162
13.724.276-1	IIC029
20.668.870-k	IIC063
12.747.943-7	IIC053
9.708.279-k	IIC137
16.183.497-1	IIC09D
11.476.232-6	IIC184
9.321.615-6	IIC08B
8.364.218-1	IIC014
7.681.534-8	IIC181
10.695.076-8	IIC192
5.380.255-9	IIC194
18.389.236-3	IIC086
21.907.779-3	IIC04E
18.875.916-5	IIC031
12.103.265-1	TPT107
11.136.955-k	IIC106
8.736.295-7	IIC212
10.542.240-7	TPT032 TPT033
15.540.869-3	IIC04A
7.563.490-k	IIC162
6.068.644-k	IIC133
21.405.602-k	IIC08B
17.721.283-k	IIC162
11.867.328-k	IIC125
20.052.800-k	IIC184
14.579.059-k	IIC048 IIC047
12.945.871-2	IIC124
16.499.086-9	IIC203
21.998.405-7	IIC207
12.912.260-9	IIC211
6.963.412-5	TPT071
8.203.637-7	IIC04C
11.323.083-5	IIC153
21.527.957-k	IIC025
16.330.829-k	IIC152
13.681.825-2	IIC119
15.435.108-6	IIC212
17.431.506-k	IIC216
8.179.825-7	IIC154
18.073.297-7	IIC182
8.858.158-k	IIC123
15.618.832-8	IIC07B
7.562.027-6	IIC133
5.533.604-k	IIC197
19.320.190-3	IIC163
10.557.604-8	IIC201
11.871.283-8	IIC04F
15.827.417-5	IIC058
5.467.481-3	IIC171
11.266.206-5	IIC193
7.908.800-5	IIC128
13.685.236-1	IIC02D
6.313.342-6	IIC062
18.286.255-k	IIC166
21.373.697-3	IIC128
6.320.568-k	IIC198
11.670.154-5	IIC151
12.867.651-1	IIC214
11.913.066-2	IIC014
19.523.735-2	IIC121
7.567.015-k	IIC01B
20.945.862-4	IIC127
15.107.563-k	IIC065
15.832.432-6	IIC087
21.564.615-7	IIC164
17.072.558-1	TPT042
15.939.899-4	IIC048
11.724.534-9	IIC174
12.001.351-3	IIC204
5.571.030-9	IIC108
20.083.972-2	IIC173
10.467.340-6	IIC201
21.393.589-5	IIC197
20.101.010-1	IIC04E
5.030.712-3	IIC191
13.319.339-1	IIC08C
15.642.808-6	IIC045
21.317.857-1	IIC217
19.106.489-5	IIC191
18.077.126-3	IIC119
5.972.435-5	IIC207
20.648.191-9	IIC127
13.619.131-4	IIC08D IIC143
21.159.512-4	IIC092
20.800.830-7	IIC05C
5.401.732-4	IIC131
12.226.638-9	IIC012 IIC011
17.024.997-6	IIC09E
7.222.756-5	IIC208
14.868.076-k	IIC132
15.703.935-k	TPT082
10.079.490-k	IIC204
10.142.958-k	IIC202
9.016.989-k	IIC135 IIC134
11.926.473-1	IIC208
7.416.049-2	TPT015
16.510.222-3	IIC02G
18.762.591-2	IIC045
6.284.495-7	IIC097 IIC151
10.381.162-7	IIC078
9.426.579-7	IIC09A
15.891.507-3	IIC203
13.649.276-4	IIC161
6.238.065-9	IIC115
7.284.972-8	IIC173
16.809.346-2	IIC106
21.174.877-k	IIC163
6.734.721-8	IIC103
9.616.539-k	IIC122
9.996.061-2	TPT02F TPT02E
6.973.180-5	IIC079
13.613.626-7	IIC117
7.708.043-k	IIC093
7.301.699-1	IIC013 IIC014
21.440.372-2	IIC126
20.258.296-6	IIC076
5.277.782-8	TPT062
17.511.142-5	IIC072
11.709.024-8	IIC166
5.963.854-8	IIC04D
7.535.378-2	IIC055
14.459.919-5	IIC128
14.929.745-6	IIC205
15.128.534-1	IIC183
21.124.670-7	IIC054
21.100.862-8	IIC126
9.122.007-5	IIC193
12.156.447-5	TPT01B
18.181.624-4	IIC089
16.356.773-3	TPT107
17.256.707-k	IIC038
9.892.879-k	IIC09C
6.499.694-k	IIC07F
6.574.554-2	IIC206
13.072.759-k	IIC122
13.753.961-6	IIC02E
19.631.833-k	IIC201
6.893.225-4	TPT06D
17.381.420-8	IIC04F
19.039.775-k	IIC161
6.300.663-7	IIC08D
18.204.536-5	IIC08G
17.392.369-4	IIC059
6.723.333-6	IIC205
10.374.903-4	IIC097
6.989.521-2	TPT137
8.407.415-2	IIC05G
13.750.972-5	IIC082
16.174.387-9	IIC121
15.875.051-1	IIC213
16.841.898-1	IIC163
16.600.928-6	IIC182
8.456.631-4	IIC019
14.294.291-7	IIC104
15.172.177-k	IIC125
20.933.810-6	IIC137
21.395.790-2	IIC046
10.922.156-2	IIC137
17.250.676-3	IIC174
17.321.638-6	IIC196
11.588.918-4	TPT018
18.336.825-7	IIC195
14.924.769-6	IIC08E IIC144
5.805.785-1	IIC167
8.824.188-6	IIC08F
20.992.951-1	IIC086
10.285.923-5	IIC176
12.422.773-9	IIC11A
13.226.023-k	IIC04G IIC04F
18.604.649-8	IIC033
17.126.091-4	IIC205
12.070.970-4	IIC192
19.465.624-6	IIC067
12.235.720-1	IIC162
21.081.417-5	IIC094
13.347.259-2	IIC184
15.849.669-k	IIC172
10.019.707-3	IIC06F
17.981.943-k	IIC03C
16.764.427-9	TPT018
13.451.712-3	IIC177
15.593.363-1	IIC05E
13.960.309-5	IIC098
21.508.940-1	IIC054
6.469.915-6	IIC11B IIC214
8.105.655-2	IIC07E
21.130.599-1	IIC082
13.257.253-4	IIC144
6.420.216-2	IIC066
9.640.613-4	IIC05F
14.901.241-9	IIC118
17.045.322-k	IIC207
12.427.900-3	IIC206
6.084.158-6	IIC193
8.400.857-5	IIC163
7.137.344-4	IIC079
13.491.372-k	IIC153
19.059.784-9	IIC097
6.178.111-k	TPT08C
11.093.940-k	TPT023
12.430.116-5	IIC063
17.915.352-1	IIC08G
7.518.373-9	IIC11B
11.061.793-3	IIC097
19.988.375-5	IIC03G
8.671.337-3	IIC026
18.039.566-k	IIC211
6.745.759-5	IIC144
18.887.899-7	IIC184
8.406.359-2	IIC092
16.590.755-8	IIC056
20.151.103-8	IIC08C
10.136.705-3	IIC121
11.571.306-k	IIC113
11.906.729-4	IIC178
19.950.744-3	IIC04F
10.252.192-7	IIC212
18.379.438-8	IIC071
13.344.691-5	IIC133
11.857.509-1	IIC177
19.648.268-7	IIC162
13.385.257-3	IIC135 IIC134
6.694.091-8	IIC163
6.436.057-4	IIC176
12.672.251-6	TPT097
17.280.885-9	IIC05E
10.987.919-3	IIC11A
16.174.373-9	IIC166
5.035.284-6	IIC096
7.716.917-2	IIC176
21.649.625-6	IIC144
12.230.880-4	IIC203
12.125.721-1	IIC152
6.428.366-9	IIC214
8.726.448-3	IIC142
20.472.469-5	IIC175
9.059.729-9	IIC213
19.186.523-5	IIC054
11.673.708-6	IIC174
20.950.792-7	IIC161
9.422.928-6	IIC108
11.484.960-k	IIC101
11.246.466-2	IIC01F
5.733.293-k	IIC192
15.974.012-9	IIC167
21.806.690-9	IIC203
10.186.737-4	IIC114 IIC213
12.633.509-1	IIC144
17.337.135-7	IIC168
19.052.690-9	IIC071
13.286.058-k	IIC042
14.617.828-6	IIC08F
9.815.126-5	IIC08C
14.046.455-4	IIC02E
10.931.112-k	TPT033
21.470.940-6	IIC053
9.564.981-5	IIC085
16.748.163-9	IIC06A
18.341.394-5	IIC181
9.595.067-1	IIC165
15.995.354-8	IIC124
11.217.450-8	IIC205
16.986.293-1	IIC046 IIC045
9.702.752-8	IIC215
11.555.127-2	TPT03A
7.364.788-6	IIC121
16.742.803-7	IIC197
7.886.371-4	IIC166
17.744.667-k	IIC012
9.867.643-k	IIC07G
21.597.672-6	IIC173
8.068.043-k	IIC064
12.342.107-8	IIC088 IIC142
19.656.520-5	IIC192
16.176.803-k	IIC165
7.344.513-2	IIC215
19.844.270-4	IIC176
17.364.904-5	IIC014
